title, content, star, about, time, classification, author
俄罗斯方块加强版-Tetr,喜欢俄罗斯方块游戏的朋友可以收藏一下，这就是个，各种模式的挑战，让你彻底爱上这款游戏！,4.04,[],2019-05-02,",轻松好玩,俄罗斯方块,加强版",songslee

设计中细节决定成败-Can't Unsee,这个网站相当好玩，，通过对两个类似设计的选择，选出正确的设计并得分！,4.08,[],2019-04-15,",轻松好玩,细节,设计,选择题",songslee

画线为雕之神器-Penint,一个恶搞网站，。。。画大点就是大雕，画小点就是小雕，很是可爱！,3.96,[],2019-04-08,",千奇百怪,恶搞,画画",songslee

多人联机机器人大战-Robostorm,虽然是网页游戏，但效果真的很棒！，画面十分流畅，战斗场面也很激烈，开始突突吧！,4.14,[],2019-03-24,",轻松好玩,多人联机,小游戏,机器人",songslee

完美的AI人像生成器-This Person Does Not Exist,很专业的智能AI网站，，通过对庞大的真实人像数据的学习，生成出逼真的、不存在的人。。。,3.44,[],2019-03-18,",千奇百怪,AI,人像,合成",songslee

vim编辑器快捷键小游戏-VIM Adventures,vim编辑器在Linux上的地位就像Edit程序在DOS上一样，今天的这个，寓教于乐，何乐而不为呢！,3.25,[],2019-03-13,",千奇百怪,vim,小游戏,快捷键",songslee

在线黑白照片着色工具-ColouriseSG,这是新加坡科技局一个三人小组，基于GAN而开发的一个给老照片着色的项目，该网站可以。小编测试了一下，人像还原效果较好，但颜色偏黄，建筑风景还原还有待改善。,3.66,[],2019-03-11,",在线应用,GAN,着色,黑白照片",dengxin

在线智能识别图片内容-CaptionBot,很有意思的网站，，虽然不是百分百的准确，但还是可以给你带来很神奇的感觉！,2.86,[],2019-02-25,",在线应用,图片识别,智能",songslee

鼠标操作专门练习器-AimBooster,这是个很好的练习工具，，FPS游戏玩家可以试试，对于提高你的枪法还是很有帮助的！,3.59,[],2019-02-20,",轻松好玩,工具,练习,鼠标",songslee

神奇的在线抠图工具-Remove,送给不会作图软件的你！，你要做的就是上传,3.56,[],2019-02-18,",在线应用,图片处理,在线工具,抠图",songslee

新鲜有趣的鼠标互动2-david.li,体验网页带来的新奇效果，，相信一会定给你不一样的感觉，试试吧！,3.25,[],2019-02-11,",千奇百怪,互动,浏览体验,鼠标",songslee

工作使我快乐-I Love works,这是一份多么好的工作啊，站长会想制作出这样。。。国产趣站，值得介绍给大家！,2.95,[],2019-01-28,",千奇百怪,主页,工作,搞笑",songslee

太空激战打字小游戏-ZType,很带感的打字练习工具！，别小看它，玩起来还挺难的，来试试吧！,3.72,[],2019-01-23,",千奇百怪,太空,小游戏,打字",songslee

星海里记录美好瞬间-I Remember,很精致的网站！它，奇幻的界面操作起来很符合记忆的感觉！,3.88,[],2019-01-21,",千奇百怪,分享,照片,记忆",songslee

小马镇同人聊天室-Pony Town,国外很有名的MEME，今天的，你可以设计自己满意的小马宝莉形象，和全世界的brony一起交流！,4.08,['https://pony.town/'],2019-01-16,",千奇百怪,同人,小马镇,聊天室",songslee

在线制作海报和传单-DesignCap,简单而实用的网站，它，通过模板可以快速创建简约、美观的作品，并可以下载印刷级清晰度的图片文件！,3.05,[],2019-01-14,",在线应用,传单,图片生成,海报",songslee

公用范例网址-Example Domain,用处很广，，我们可以应用到各种报告、简介中，以临时代替原网址的位置！,2.88,[],2019-01-09,",在线应用,公用,网址,范例",songslee

网页版太鼓达人-Taiko Web,很值得一玩的游戏！，还原度很高，虽然没有其它平台上那样的流畅画面，好在曲目很多，快去体验一下吧！,3.97,[],2019-01-07,",轻松好玩,太鼓达人,小游戏",songslee

在线发送带动画的短信-Typatone,很别致的网站，，特点是收到短信的人，看的时候文字是一个一个打出来并伴有音乐的动画，看起来很有意思！,3.64,[],2018-12-26,",千奇百怪,动画,打字,短信",songslee

地球的演化时间表-Timeline of Earth,很涨姿势的网站哦！，并没有用冗长的文字来说明，而是用了简单明了的图标，看起来直观易懂！,4.22,[],2018-12-24,",公益宣传,公益,地球,演化",songslee

Youtube多视频混音制作-Rave,这个网站不一定能用上。。。，包括画面也进行混编，节奏更是完美溶合，给力！,3.42,[],2018-12-19,",千奇百怪,YouTube,混音,视频",songslee

手鼓猫官网-Bongo Cat,最近很火的卡通形像，，虽然使用的乐器不如各种神视频里的全，但经典的手鼓还是有的！,4.13,[],2018-12-17,",轻松好玩,Bongo Cat,在线乐器,手鼓猫",songslee

完美在线无损图片压缩（三）-Squoosh,谷歌大佬出的作品！，实时观看压缩对比效果，用起来很方便！,4.43,[],2018-12-12,",在线应用,图片压缩,在线工具,无损",songslee

在线钢琴秀技辅助-Piano Genie,对于外行来说，这个网站也是没有卵用的。。。，如果你学过钢琴的话，这个网站可以玩玩！,3.75,[],2018-12-10,",千奇百怪,辅助,钢琴",songslee

在线重制emoji表情-Emoji Builder,工具就摆在那，就看你的创意了！，操作简单易上手，各个元素可调节位置、大小、旋转角度。,4.11,[],2018-11-28,",千奇百怪,emoji,自定义,表情",songslee

保卫基地塔防游戏-YORG.io,之前大家已经接触很多io游戏了，一款十分耐玩，消磨时间的小游戏，游戏官方提供了教程，还可以和全世界的小伙伴进行分数排名。,4.82,[],2018-11-26,",轻松好玩,io,塔防,小游戏",dengxin

网络流行语词条百科-Jikipedia,如果你突然看到网络上的什么梗没明白，可以来这个网站查一下。。。它，基本上看解释都能明白了！,4.05,[],2018-11-21,",千奇百怪,百科,网络流行语,词条",songslee

在线制作MEME配文图片-Imgflip,MEME图在国外很流行，和国内的暴走漫画类似（暴走漫画也是从国外流传来的。。。），今天的，支持中文和自定义图片，差的就是你的创意！,3.62,[],2018-11-19,",千奇百怪,meme,图片生成,搞笑",songslee

在线中文FC游戏合集-Famicn,真的没想到中文版的FC游戏会有这么多。。。，相信大多数游戏你们都没有玩过，感受一下吧！,3.89,[],2018-11-12,",轻松好玩,FC,小游戏,红白机",songslee

Pudge和Invoker训练小游戏-Dota 2 Trainers,Dota 2玩家不妨试试这个网站怎么样，它，针对性的训练，也许会对你有所帮助！,3.58,[],2018-11-07,",轻松好玩,Dota2,小游戏,训练",songslee

超强互动小游戏合集-Neave Interactive,最近也是越来越懒了，本来作者已经将所有的小游戏赋予了独立域名，应该每一个都介绍一下的，但最终还是决定把这个一招介绍给大家吧！,3.83,[],2018-11-05,",轻松好玩,互动,合集,小游戏",songslee

多人联机黑洞大作战-Yumy.io,不论手机版还是网页版，这款游戏的原作是Donut County。。。，玩法简单，上手很快，不错！,4.40,['https://yumy.io/'],2018-10-31,",轻松好玩,多人联机,小游戏,黑洞",songslee

全球光污染地图-light pollution map,现代生活越来越好，随之而来的暗淡夜晚也被灯光点亮，这个网站,4.18,[],2018-10-29,",千奇百怪,光,地图,污染",dengxin

在线专利查寻检索工具-PatExplorer,这是个专业领域工具，它，内容覆盖全球103个国家、区域与组织，真的很专业。。。,2.46,[],2018-10-10,",在线应用,专利,工具,检索",songslee

在线制作打印绘图网格-Gridzzly,这是个很实用的在线工具，它，界面简洁，操作方便，推荐收藏！,4.50,[],2018-10-01,",在线应用,打印,网格,辅助",songslee

全球护照权力排名-The Passport Index,相信很多人想了解护照方面的知识，今天的这个，包括排名、比较，功能很全！,3.67,[],2018-09-19,",千奇百怪,全球,护照,排名",songslee

实用绑绳方法大全-Animated Knots,真的很实用！，无论是哪种场合，你都会找到一种合适且牢固的绑绳方法！,4.65,[],2018-09-17,",千奇百怪,教程,方法,绑绳",songslee

Pudge和Invoker训练小游戏-Dota 2 Trainers,Dota 2玩家不妨试试这个网站怎么样，它，针对性的训练，也许会对你有所帮助！,3.58,[],2018-11-07,",轻松好玩,Dota2,小游戏,训练",songslee

超强互动小游戏合集-Neave Interactive,最近也是越来越懒了，本来作者已经将所有的小游戏赋予了独立域名，应该每一个都介绍一下的，但最终还是决定把这个一招介绍给大家吧！,3.83,[],2018-11-05,",轻松好玩,互动,合集,小游戏",songslee

你是否也有这个奇怪的习惯-Weird and Bad Habits,在这个网站里，你。。。网站会随机显示一条网友提交的奇怪习惯，如果你觉得也有这样的习惯，可以点击赞同，并可以知道和你一样的人有多少。。。,3.41,[],2018-09-02,",千奇百怪,习惯,搞笑",songslee

在线口香糖恶搞-Stick of Gum,很皮的网站，它，生成带有你们两个人名字的链接会让你的朋友更容易上当！,3.84,[],2018-08-20,",千奇百怪,口香糖,恶搞",songslee

高清物理原子3D模型-ProfilmOnline,这应该属于硬核科普网站了。。。它，抛开专业性不说，单单做为一种欣赏的艺术品，也值得我们一看！,4.25,[],2018-08-18,",千奇百怪,3D,原子,模型",songslee

交互式元素周期表-Ptable,这是一个在线交互式的元素周期表，通过点击周期表上面的元素，,4.28,[],2018-06-11,",千奇百怪,互动,元素,周期表",dengxin

五花八门小工具合集-NiceTool,网站像是一个杂货铺，什么都有。。。，翻翻看看，总有一种你会用得到的！,4.23,[],2018-06-09,",在线应用,图片处理,在线工具,站长工具",songslee

根据你的星座推荐电影-Magic Movie Sorter,很特别的网站，，如果你不知道看什么电影的话可以试试这个网站！,3.58,[],2018-06-07,",千奇百怪,搜索,星座,电影",songslee

你是否需要开个会呢？-Should It Be a Meeting?,好像很实用哦！，通过回答几个简单的问题，可以很轻松的得到答案！,3.53,[],2018-05-23,",千奇百怪,开会,是不是,答题",songslee

疯狂数星星-Crazy count star,考考你的眼力！，回复的方式很有趣，只要用鼠标在网页上画出对应的数字即可！,3.39,[],2018-05-18,",轻松好玩,小游戏,数星星",songslee

在线政治观点小测试-PolitiScales,我觉得一个成年人有必要做一下这个测试！网站提供了，了解一下自己的政治立场，看看自己另一面！,3.95,['https://cnvalues.github.io/'],2018-05-16,",千奇百怪,政治,测试",songslee

无聊巨作VII第二部-Liquid Particles 3D,当你无聊的时候，你可以进来，，感到无聊的朋友可以感受一下。,4.31,[],2018-05-14,",千奇百怪,互动,无聊,特效",dengxin

基于GAN自动生成二次元妹子-Make Girls Moe,相信很多人都喜欢动漫中可爱的萌妹子，大家可能想有一个自己设计出来的独一无二的萌妹子图像。复旦大学，同济大学和纽约州立大学石溪分校的一些研究爱好者开发了，用来满足那些无法自己动手绘制出专业水准的动漫人物，但又想拥有自己参与创作动漫角色的朋友。,4.31,[],2018-05-06,",轻松好玩,二次元,图片生成,妹子",dengxin

在线心算练习工具-Jisuanti,这是个魔鬼式的训练。。。，它从简单到困难逐级挑战，刚开始还好算，会越来越难，最后简直要疯了。。。,2.82,[],2018-04-18,",千奇百怪,心算,练习,计算器",songslee

纸模创意公园-Canon Creative Park,喜欢纸模的小伙伴有福了！在佳能的创意公园里，最主要的是里面的纸模一直都在更新。网站提供PDF文档下载，将PDF文档打印下来，根据上面的说明裁剪、粘贴。就可以作出精美的纸模型了！,4.28,[],2018-04-09,",轻松好玩,创意,手工,纸模",dengxin

让你的前任感到嫉妒的照片-Breakup Recovery Kit,过去就让它过去吧。。。网站可以在线生成一组让你的前任感到嫉妒的照片，告诉你的前任，你现在过得很快乐。。。,4.07,[],2018-04-06,",千奇百怪,前任,嫉妒,照片",songslee

镜像版哔哩哔哩B站-ilidilid,这才是B站的风格嘛！，看起来很鬼畜，而且镜像的很彻底，包括内页的视频也都镜像了。。。,4.15,[],2018-04-04,",千奇百怪,B站,ilidilid,哔哩哔哩",songslee

在线体验3D模型-ddd.online,很专业的线上工具，，直接在浏览器里操作，是种很不错的浏览体验，可以试试！,4.10,[],2018-04-02,",千奇百怪,3D,模型,浏览体验",songslee

窗内视角中的旧金山-Windows of San Francisco,很另类的城市名片。。。（好绕口。。。），通过这些视频可以感受到网站对旧金山深深的情怀！,4.63,[],2018-03-23,",千奇百怪,旧金山,窗口,视频",songslee
